Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
344000.0,3,1.5,1829,0.27,"['nice appliances', 'hardwood floors', 'ceiling fans', 'functional storage', 'modern lighting', 'energy-efficient windows', 'updated kitchen', 'basic landscaping']","A rare find has arrived! This magnificent 3-bedroom residence redefines home living. Commanding a prime location in a historic district, the 1829 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.3-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as ceiling fans, nice appliances, updated kitchen, hardwood floors, modern lighting. An unbelievable value at $344,000.0."
232900.0,3,1.5,1445,0.2,"['hardwood floors', 'energy-efficient windows', 'basic landscaping', 'ceiling fans', 'modern lighting', 'updated kitchen']","A rare find has arrived! This sophisticated 3-bedroom residence redefines home living. Commanding a prime location in a waterfront community, the 1445 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as basic landscaping, modern lighting, ceiling fans. An unbelievable value at $232,900.0."
307000.0,4,2.5,1569,0.1,"['functional storage', 'updated kitchen', 'nice appliances', 'energy-efficient windows', 'modern lighting']","Welcome home to elegance! This pristine 4-bedroom sanctuary redefines residential living. Proudly positioned in a urban oasis, the 1569 square foot home is a masterclass in design. 2.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including functional storage, modern lighting, energy-efficient windows, nice appliances, updated kitchen. An unparalleled opportunity at $307,000.0."
278700.0,2,1.5,1159,0.1,"['energy-efficient windows', 'basic landscaping', 'functional storage', 'modern lighting', 'ceiling fans', 'updated kitchen']","Welcome home to elegance! This charming 2-bedroom sanctuary redefines residential living. Proudly positioned in a suburban retreat, the 1159 square foot home is a masterclass in design. 1.5 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including modern lighting, basic landscaping, ceiling fans, functional storage, updated kitchen. An unparalleled opportunity at $278,700.0."
473100.0,4,2.5,1648,0.87,"['walk-in closets', 'spa-like bathrooms', 'energy-efficient systems', 'gourmet kitchen', 'smart home features', 'outdoor living spaces', 'designer windows']","Welcome home to elegance! This beautiful 4-bedroom sanctuary redefines residential living. Proudly positioned in a waterfront community, the 1648 square foot home is a masterclass in design. 2.5 spa-like bathrooms complement the expansive 0.9-acre grounds. Be impressed by premium features including outdoor living spaces, walk-in closets, gourmet kitchen, designer windows. An unparalleled opportunity at $473,100.0."
328300.0,3,2.0,1351,0.21,"['functional storage', 'nice appliances', 'modern lighting', 'ceiling fans', 'hardwood floors', 'basic landscaping']","A true gem has arrived! This remarkable 3-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a scenic enclave, the property spans 1351 square feet of pure inspiration. 2 bathrooms provide both luxury and practicality on a 0.2-acre canvas. Distinguished by nice appliances, functional storage, ceiling fans, this home transcends ordinary expectations. Incredibly priced at $328,300.0, opportunity knocks."
339400.0,4,2.5,1532,0.1,"['modern lighting', 'basic landscaping', 'ceiling fans', 'functional storage', 'updated kitchen', 'energy-efficient windows', 'nice appliances']","Welcome to your dream home! This stunning 4-bedroom residence redefines modern living. With 2.5 meticulously designed bathrooms and 1532 square feet of living space, every inch has been carefully considered. The 0.1-acre lot provides ample room for your lifestyle. Highlights include energy-efficient windows, functional storage, ceiling fans, modern lighting, basic landscaping. At $339,400.0, this home is a rare find you won't want to miss."
251500.0,3,2.0,1273,0.22,"['energy-efficient windows', 'hardwood floors', 'modern lighting', 'basic landscaping', 'ceiling fans', 'nice appliances', 'functional storage', 'updated kitchen']","A rare find has arrived! This modern 3-bedroom residence redefines home living. Commanding a prime location in a mountain view locale, the 1273 square foot layout is pure inspiration. 2 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as functional storage, ceiling fans, basic landscaping, modern lighting, updated kitchen. An unbelievable value at $251,500.0."
244000.0,3,2.0,1382,0.05,"['hardwood floors', 'functional storage', 'updated kitchen', 'nice appliances', 'ceiling fans', 'basic landscaping']","Perfection personified describes this inviting 3-bedroom sanctuary. Located in a golf course adjacent, this 1382 square foot residence delivers on every level. With 2 well-designed bathrooms and a generous 0.1-acre lot, comfort meets sophistication. Indulge in exceptional amenities including ceiling fans, nice appliances, basic landscaping, functional storage, hardwood floors. Your dream home awaits at just $244,000.0."
249400.0,2,1.5,1039,0.1,"['energy-efficient windows', 'nice appliances', 'hardwood floors', 'functional storage', 'basic landscaping', 'updated kitchen', 'ceiling fans']","Your dream lifestyle starts here! This beautiful 2-bedroom home is nothing short of spectacular. Perfectly positioned in a quiet cul-de-sac, the 1039 square foot residence is a true standout. 1.5 designer bathrooms and a 0.1-acre lot create an unparalleled living experience. Be captivated by remarkable features including energy-efficient windows, updated kitchen, functional storage, ceiling fans, basic landscaping. An exceptional opportunity at $249,400.0."
347200.0,5,3.0,2047,0.2,"['basic landscaping', 'nice appliances', 'hardwood floors', 'energy-efficient windows', 'modern lighting', 'functional storage']","Discover a sophisticated 5-bedroom home that truly stands out in this urban oasis. Spanning 2047 square feet on a 0.2-acre lot, this property offers 3 bathrooms and unparalleled charm. Standout features include modern lighting, nice appliances, energy-efficient windows, basic landscaping, hardwood floors. Priced at $347,200.0, this home represents an extraordinary opportunity for discerning buyers."
250600.0,3,1.5,1145,0.26,"['basic landscaping', 'functional storage', 'energy-efficient windows', 'hardwood floors', 'nice appliances', 'updated kitchen']","Introducing a home that checks every box! This picturesque 3-bedroom property is a true showstopper. Perfectly situated in a urban oasis, the 1145 square foot home is a work of art. 1.5 stunning bathrooms grace this 0.3-acre estate. Fall in love with unique features like hardwood floors, basic landscaping, functional storage. Remarkably accessible at $250,600.0."
333000.0,3,1.5,1593,0.1,"['nice appliances', 'hardwood floors', 'ceiling fans', 'updated kitchen', 'modern lighting', 'functional storage', 'basic landscaping']","A rare find has arrived! This impressive 3-bedroom residence redefines home living. Commanding a prime location in a sought-after community, the 1593 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.1-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as functional storage, hardwood floors, ceiling fans, modern lighting, nice appliances. An unbelievable value at $333,000.0."
680200.0,5,3.0,2126,0.52,"['smart home features', 'high-end appliances', 'hardwood floors', 'energy-efficient systems', 'professional landscaping', 'designer windows', 'outdoor living spaces', 'custom lighting']","Your search ends here! This elegant 5-bedroom masterpiece is a testament to refined living. Nestled in a prime location, the 2126 square foot home boasts 3 perfectly appointed bathrooms. The 0.5-acre property offers both elegance and functionality. Elevate your lifestyle with features like professional landscaping, high-end appliances, custom lighting, designer windows. Competitively priced at $680,200.0, this home won't last long."
420200.0,3,1.5,1000,0.31,"['designer windows', 'professional landscaping', 'high-end appliances', 'custom lighting', 'hardwood floors', 'outdoor living spaces', 'smart home features', 'energy-efficient systems', 'walk-in closets', 'spa-like bathrooms', 'gourmet kitchen']","Prepare to be impressed by this elegant home that seamlessly blends comfort and style. Boasting 3 bedrooms, 1.5 bathrooms, and 1000 square feet of thoughtfully designed space, this sought-after community property sits on a 0.3-acre lot that promises privacy and potential. Unique features such as smart home features, hardwood floors, custom lighting, high-end appliances, professional landscaping set this home apart. Offered at $420,200.0, this is an investment in your future."
260300.0,3,1.5,1376,0.2,"['energy-efficient windows', 'nice appliances', 'basic landscaping', 'hardwood floors', 'modern lighting', 'ceiling fans', 'functional storage']","Your search for perfection ends here! This elegant 3-bedroom home is a cut above the rest. Nestled in a waterfront community, the 1376 square foot layout defines modern living. With 1.5 impeccable bathrooms spread across a 0.2-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like modern lighting, energy-efficient windows, functional storage, ceiling fans, nice appliances. Priced to sell at $260,300.0."
479500.0,5,2.5,2294,0.32,"['outdoor living spaces', 'hardwood floors', 'designer windows', 'energy-efficient systems', 'smart home features', 'gourmet kitchen', 'professional landscaping', 'spa-like bathrooms', 'high-end appliances', 'custom lighting', 'walk-in closets']","Discover a picturesque 5-bedroom home that truly stands out in this historic district. Spanning 2294 square feet on a 0.3-acre lot, this property offers 2.5 bathrooms and unparalleled charm. Standout features include custom lighting, high-end appliances, hardwood floors, designer windows, smart home features. Priced at $479,500.0, this home represents an extraordinary opportunity for discerning buyers."
